Task,Delta Power,Theta Power,Alpha Power,Beta Power,Gamma Power,Spectral Entropy,Mean Coherence,BOLD Mean,BOLD Variance,ALFF Mean,ALFF Variance
sleep,4.72948174396527e-10,1.801561475162904e-10,6.385508190461776e-11,1.0114988140159042e-10,5.347869690735145e-10,4.013379839090945,0.0038246003412202,139.97124319430569,66435.39660338679,1.978749706438439,24.0216773969501
rest,5.760240641371254e-10,1.8160673132989763e-10,3.802479580110516e-11,7.661250252923481e-10,6.211016049487253e-10,4.012894491662834,-0.0013886434114158,139.5548618725025,66333.28201933348,2.1367735625652418,33.28490216690468
rest,5.928531782757543e-10,1.5927357187973919e-10,3.7803581548453556e-11,5.145866731041071e-10,5.022091465243312e-10,4.014814818675175,-0.0009200397114406,138.6398758116883,65039.95562875087,1.9340968412644668,21.426556924632013
sleep,5.117114950362335e-10,1.847388152554334e-10,7.728732369198784e-11,1.9008868442224846e-10,5.82172611030271e-10,4.014357626432613,0.0184468419674668,140.11648352688977,66427.59305797199,1.994192599184747,24.17122390398796
sleep,6.284406488851244e-10,1.4441768836173646e-10,4.0530290794435305e-11,2.9234085891135427e-10,4.691020808569003e-10,4.014672669883922,0.0007932983088091,137.68002961621713,63921.76293199483,2.466575498781688,38.87902108695648
sleep,5.08882876927546e-10,1.8407511704343656e-10,9.186256285493001e-11,2.77017790706572e-10,6.19813241987115e-10,4.01310124763308,0.0376804177879005,139.26639445970696,65655.18600362646,2.2698214408312265,40.782920601534
sleep,4.676008369026336e-10,1.6744294529624926e-10,4.991536420153279e-11,7.582484940864164e-11,4.903705623361185e-10,4.011360179952426,0.0057906108206019,139.37715503246753,65654.8981779494,2.371115898848729,37.26657519616083
sleep,4.997704152270503e-10,1.4925692450441949e-10,4.2620821386389686e-11,1.5678658906118554e-10,4.808845774879068e-10,4.0130241231561365,0.0185894472623038,137.83057220904095,63653.52305884429,2.139929338843633,22.990917342258523
sleep,3.1080920712789702e-09,7.30769072687572e-10,1.1099553148684231e-09,2.6397312576063324e-08,6.775345794145041e-09,4.040554098457491,0.0284202152969099,150.37994727147853,70433.85501930637,3.3340545173353338,86.90152079684077
sleep,8.354479568791041e-10,3.3441964314248636e-10,5.535514329600362e-10,1.493660176632891e-08,4.069397625924045e-09,4.0112667041038215,0.0326456889720992,150.76437819472196,70119.25098381139,2.5650239147248817,39.63276464981311
sleep,1.3287206942685707e-09,2.8310054830326216e-10,3.381345973538555e-10,9.541732760038709e-09,2.771342977123154e-09,4.026954333182565,0.0266561439167421,150.4802032654845,69840.10907739066,3.419150684905388,84.23099264938712
sleep,7.686715981430286e-10,3.4392564606550325e-10,6.3304207506416e-10,1.662615386107471e-08,4.439490790877765e-09,4.009528519711401,0.0269528827933078,150.57588733141858,70391.52680348807,2.6179080884697528,41.28859630755076
sleep,5.939386573394522e-10,1.7813347609949936e-10,2.6631071950688526e-10,8.110224316158184e-09,2.4244341752666038e-09,4.017831304790205,0.0235032689011533,149.5104806027306,69726.4680840051,2.50079724158357,36.70257151085076
sleep,7.97936652897139e-10,2.539431338995753e-10,4.198351125193039e-10,1.1740930840324597e-08,3.3005174842276755e-09,4.014066675711151,0.0257137113916615,150.79733102314353,70038.57946466352,2.6671703694720006,40.78142951553172
rest,1.934584795464268e-09,7.26925621590387e-10,1.1785602910594171e-09,2.7893615243058733e-08,7.046543739831011e-09,4.019560275528239,0.0206054802261138,150.833344389985,70762.16848372808,2.474774839410999,33.19461166242909
sleep,9.969248465357192e-10,5.497868520263597e-10,1.014226990327772e-09,2.5020333877070293e-08,6.449143316241155e-09,4.0061305804547445,0.0239247646522109,150.5742935501998,71280.26201093795,2.817162069878884,51.86034719184168
sleep,7.343631513171772e-10,4.309871791469551e-10,8.145858876898046e-10,2.070603781877187e-08,5.427266401010133e-09,4.007361901076829,0.0242636716955531,150.80517119338995,71110.2585951721,2.595504265967474,42.03693925879172
sleep,7.513741646730595e-10,4.0189945693077317e-10,3.751121946415104e-10,1.896855447105777e-09,1.0987734901848587e-09,4.031225500430675,0.0692269771132992,165.44403213453214,72788.89593280361,2.81795475266852,59.14004614367296
sleep,1.4059629750106575e-09,8.198627463095744e-10,7.46865975817746e-10,5.766769115886851e-09,1.8381397691261766e-09,4.048867099851737,0.0600851904543331,164.03526366341993,73339.13579070041,5.077181996428686,189.74014569018576
sleep,1.6093991315261911e-09,5.656140624888661e-10,5.189941107453802e-10,2.916274846893876e-09,1.3067343475150961e-09,4.052879920433371,0.0894691440076957,164.96793556443558,73139.12534593552,3.1673984045851573,71.81497240073563
rest,6.536923499040395e-10,3.1551657705179474e-10,2.7451713602158083e-10,9.659469828148139e-10,8.478530802755326e-10,4.027445449926107,0.062087780500167,164.69701946491008,73712.66084073533,2.96957875694239,65.32036845659974
sleep,2.8540652082921754e-09,8.435345076230021e-10,8.646080903648193e-10,7.955272808435141e-09,1.684482605024448e-09,4.060437121113212,0.0485270782149895,162.58299799159175,74299.35058023981,3.795191591088206,112.77812584595334
sleep,8.683592982052813e-10,5.061408023086856e-10,5.217660539790773e-10,3.4760991276410878e-09,1.4200237509725861e-09,4.034874633043337,0.0697926513271966,165.15785051406925,73144.85049670801,3.833977013436049,109.14324533627992
sleep,2.3209706989413882e-09,7.244690991338801e-10,7.057213415115954e-10,4.752435529742326e-09,1.6713534607990502e-09,4.066308695571962,0.081276226725079,163.95867658383284,74218.68954667303,4.4463502358630524,152.0457800957161
rest,7.819552601946523e-10,3.864388057969507e-10,3.1942662564147315e-10,1.2712950938362716e-09,9.370883380781236e-10,4.031988562694482,0.0558470478475848,165.04729829545454,73004.83475968645,2.287443597049107,30.680769871076983
sleep,4.363522089870246e-09,1.0288688752819388e-09,1.0646768024393003e-09,9.620001009494496e-09,3.3219718833304715e-09,4.084984163805582,0.0447706485728767,162.50286346986346,72593.74675678568,5.34228612884095,223.3795219140718
sleep,1.1567524638472778e-09,7.436804520818824e-10,9.578482776339354e-10,1.1612015524732164e-08,3.936339972981413e-09,3.988025018779272,0.0332581207154977,168.77470893689645,80533.55010261964,3.703630626425012,93.19517469434672
sleep,1.630757218937197e-09,9.534041942088584e-10,1.2393411730111515e-09,1.5986514596241722e-08,4.863371897015418e-09,3.987095811919862,0.0341883699669287,167.50668572052948,80348.45344225157,3.4902919829609544,65.36043116324088
sleep,2.052603007164075e-09,9.273238150100855e-10,1.168526014984426e-09,1.4756424441494582e-08,4.603483612395234e-09,3.992539775052239,0.0352283827170672,167.64502353896103,80115.54855993536,3.654829637526003,81.4095040622977
rest,8.54446591479115e-10,5.14862533062676e-10,6.152092845940883e-10,6.547474409797172e-09,2.28084234108652e-09,,0.0177252605792764,144.26749801760738,59236.93742703168,2.180843148206626,22.075886286187643
rest,8.626784077935842e-10,4.5387504097387326e-10,5.30274472331522e-10,5.375658334467447e-09,2.095740271531509e-09,,0.0106287935366566,144.8584310221029,59029.801030448754,2.441732082691459,33.58997625077511
sleep,9.626280257208052e-10,6.629995133015033e-10,8.52598539008658e-10,1.028036205426118e-08,3.5734087378567595e-09,3.986753901266528,0.031989658270086,169.27071903096902,81601.78689085977,4.545223173298184,126.36634758743234
sleep,1.476329638762516e-09,8.090456075364916e-10,1.029055004229374e-09,1.2726900740817676e-08,4.108726434802064e-09,3.9904425616620935,0.0320259571505974,167.64290886197136,80679.5628305118,3.551902575520371,88.69949112619837
sleep,1.3665280718699842e-09,8.68362811634111e-10,1.143702332428974e-09,1.4404680372964237e-08,4.710358477065241e-09,4.028596528542865,0.0395802170414307,131.31567068348318,51401.85545778897,2.896143496797383,50.218475433965565
rest,1.0737833571254095e-09,5.909814636595297e-10,7.823716976713143e-10,9.237342919147073e-09,3.316012409735763e-09,,0.030808023770445,132.81820925949052,51355.07993348919,2.438661696310171,35.2581372185101
sleep,1.246399348252624e-09,7.805430538651801e-10,1.026120205520025e-09,1.2915766116011993e-08,4.370351751514935e-09,4.023039120425714,0.039696154956385,131.68746133033633,51394.41199733968,2.859965808337252,47.85068841204271
sleep,1.5015615375911402e-09,8.79597767119063e-10,1.1953198199104912e-09,1.5538939801045806e-08,5.039468700544341e-09,4.027102485441415,0.0373761537063837,131.32284727772227,51336.57389786117,3.860214175015346,105.73457445464577
rest,1.1654462758393555e-09,6.537852029573983e-10,8.609891917650994e-10,1.0380080999042218e-08,3.681415863606886e-09,4.018851218125033,0.0439507942584618,131.4229347371379,50889.05915466388,2.664509741653046,45.6596579696112
sleep,1.0810672802492336e-09,7.060311830551525e-10,9.198572630562359e-10,1.1278776500219414e-08,3.921307830761443e-09,4.019241250246356,0.042098815935395,131.91022788669665,51052.71303369768,2.517162385993734,35.16888470748829
sleep,1.695901876544141e-09,9.58137825967709e-10,1.2573649166148087e-09,1.6486472218160632e-08,5.307660559642678e-09,4.023454822414729,0.0622814495870199,130.58856831709957,51169.38508176892,3.918408309154585,94.15445509401708
sleep,1.37027884220494e-09,4.3644658076312607e-10,1.0263823822677062e-10,1.2237747302935906e-09,8.410645904812272e-10,4.053935365339742,-0.0042291682635823,188.1886205461205,91945.5052616374,3.900936041984838,122.34749264474031
sleep,8.57107257485886e-10,3.3811334468619016e-10,1.4135414628765088e-10,3.6816617131332885e-09,1.5971742296901903e-09,4.01709593861528,-0.0095804546062374,190.28556795288048,92063.72729557936,2.81041553160718,45.37264037843802
sleep,1.1322283612672583e-09,3.668483448865728e-10,9.372717382745756e-11,1.542181468892635e-09,1.0378109786067027e-09,4.033486935729638,-0.003245952291403,189.2772298742924,91807.74680830677,3.706380739508552,101.88319118977395
sleep,8.683663687129196e-10,3.68406542281999e-10,1.7084653986629678e-10,4.292896619544053e-09,1.7601936622985923e-09,4.01678813792358,-0.0011878613323989,190.4248456543457,91940.16418823824,2.492343628506917,34.454559831278345
rest,7.89457011048855e-10,3.6004584640902133e-10,2.371810001131209e-10,6.556846930594993e-09,2.374845783260559e-09,4.014788798590756,-0.0067565127714928,189.63384734015983,92433.97810802227,2.7213988986399955,45.57584772617516
rest,7.57254168309483e-10,3.243230671940549e-10,1.8410761364542027e-10,5.146556907541922e-09,2.0119203577028836e-09,4.013744004599195,-0.0051238006714558,190.6109658622628,92321.51604306493,2.9866469068068406,54.27146992600076
sleep,7.481032673385121e-10,3.017096275173837e-10,1.0452012209574154e-10,2.520989990105086e-09,1.2531235385216814e-09,4.016314629394053,-0.0033250523867089,189.9837800012488,91916.54156161829,2.6523089679131897,38.33428999489005
rest,2.9321065365642024e-10,1.5781848198121847e-10,1.8899340891796608e-10,5.710069485601354e-09,2.051908633854225e-09,3.988732705948732,-0.0136029732494798,154.27230610014985,82150.4262180814,2.590545990878008,43.96505062172669
rest,3.8380521527264465e-10,1.4765169223525114e-10,1.5555407823586588e-10,4.616723507845685e-09,1.739728599368758e-09,3.992107839693968,0.0010258903561233,155.13643309815183,83159.4068424906,2.6218839014774544,39.96571775487951
sleep,1.067107707514991e-09,8.141996486688481e-10,1.179633961140132e-09,1.6372564656185893e-08,4.085995271185185e-09,4.001983471477231,0.0472263083419993,169.79142936230437,92159.2736003123,2.953554933134668,57.98085055400971
sleep,1.346017845329956e-09,1.1357091529358503e-09,1.7881576025480687e-09,2.6702394844879134e-08,6.2686009399140014e-09,3.994744810977516,0.0164644326715665,169.55751914751914,91599.57952916836,2.83587710155221,65.56853392071437
rest,1.1142450750608423e-09,7.196130263306401e-10,9.603670337341587e-10,1.2751515138498033e-08,3.287461678755679e-09,4.006794037230817,0.0316204261158287,168.5975290959041,91727.16899185286,2.44300554433494,64.28093978285216
rest,9.660344471687386e-10,6.325268458348653e-10,8.3319359703264e-10,1.1041547041907256e-08,2.886432505664608e-09,4.132563415101954,0.0288400735300434,168.22153284215784,91726.71086069994,2.032457081507935,36.56784063486841
sleep,1.156353451518942e-09,9.296941392778023e-10,1.4122142634336203e-09,2.039552060777213e-08,4.974881862915721e-09,3.996444559440439,0.0143236319511494,170.2352694493007,92451.7003226016,2.401031967865129,39.686757633010885
sleep,1.0616430649501102e-09,8.742917712221902e-10,1.3090837130017807e-09,1.862367051051698e-08,4.617202260757568e-09,3.9974240100945577,0.0164685054209672,169.90538393897768,92302.2567875299,2.8259271839329982,50.11246691861031
sleep,1.2524147716793392e-09,1.0724567271191387e-09,1.648419886968434e-09,2.4495066728590186e-08,5.795578113642315e-09,3.994219270812852,0.019067580976895,169.59785711163835,92097.18110509598,2.7483489301216943,53.39206785591716
sleep,9.456192021397126e-10,7.80980638618272e-10,1.1544375689523699e-09,1.6024240973791086e-08,4.020444043024459e-09,4.000617789933699,0.0446533840159311,169.66791330544456,92648.16661554042,2.6158288597385835,51.08993983328408
sleep,1.1759768578717211e-09,9.687916451955266e-10,1.455573014531735e-09,2.1082921852689214e-08,5.061508750007388e-09,3.996494377815358,0.0155823294184794,169.42446201714952,92071.34721230356,2.4713708119622035,37.61366012069924
sleep,9.538777055340502e-10,7.35770863349397e-10,1.0648716422894795e-09,1.460098067736658e-08,3.7177161676671442e-09,4.00118677127228,0.0226310862994415,169.03901678529803,92439.32413077728,2.405701196058597,37.12722728870131
sleep,7.07744039171041e-10,1.6553018290224328e-10,4.670857651467002e-11,1.587734516298114e-09,5.845030916642283e-10,4.080944437603673,0.0272946646466098,148.0490152139527,59144.37517439023,2.121122609532098,28.704613043879046
sleep,9.991010145806203e-10,2.2178625659116926e-10,7.551115559358241e-11,1.823184126956164e-09,5.654254670971282e-10,4.031809155137266,0.030299042672225,145.48960157550783,58076.18316761776,3.11416210667886,69.72049461103187
sleep,8.453158338699313e-10,1.5659927593603348e-10,5.0496611563057845e-11,1.808511015847205e-09,5.971444892166484e-10,4.051690093693939,0.02659600224027,148.32558248002,59805.10332453262,1.5173503923185276,7.883720176639104
rest,9.72138592813406e-10,2.1501811762996632e-10,7.388440157418088e-11,2.083365876958565e-09,6.404796356803113e-10,4.015665630918913,0.0506819659433491,146.02077701985513,58380.61656964223,2.5612080724484656,42.2101030224229
rest,7.895648704972122e-10,1.6775040532448652e-10,5.1398301741242285e-11,1.673239035213308e-09,5.818477725642901e-10,4.008432403105946,0.0801746532416682,157.28534137737262,67503.26114164336,2.217724861871112,27.271476114399924
sleep,1.0122216020125262e-09,2.0350824462641907e-10,4.245805352904115e-11,6.695888114312961e-10,5.834047122574193e-10,4.058809688600983,0.0312119187314362,147.26290715534466,58184.21417276379,2.333344778455804,32.0106675722373
sleep,8.521225981582675e-10,1.7780730108166128e-10,3.901611330546916e-11,9.430273093427614e-10,5.602091707295102e-10,4.114852632436904,0.0309861805023778,147.95600096778222,58768.99629519788,1.952448994615534,20.19722200766584
sleep,7.52459161648673e-10,1.8197590081478868e-10,4.132864531508898e-11,1.116168454388296e-09,5.582862225425496e-10,,0.0320390096195133,147.4930280969031,58204.10732618426,2.122170426136885,24.571572829058805
sleep,8.396447773797582e-10,2.0513329950976307e-10,4.4877062081917016e-11,1.3924242681668787e-09,5.69460001563418e-10,,0.0325688478985586,148.18861448967698,58799.7675062635,2.2634744081958544,29.940897386938843
sleep,7.484041549698104e-10,1.7054496553955795e-10,5.3077937225683096e-11,1.9334694809436515e-09,6.095700604568604e-10,4.03754180436873,0.0274961844528159,147.63555249958375,59627.04101854344,1.7481780152005475,13.954622284969776
sleep,5.469311419201743e-10,1.5633174522223834e-10,3.5556189997411e-11,2.373175970586823e-10,7.117209625906266e-10,4.047368644100314,0.0337006711931314,143.5741846278721,50903.27460301397,1.7968107411308742,14.824697988105228
sleep,6.092509042684632e-10,1.744509073030738e-10,4.628040857328703e-11,1.5255112150619188e-10,6.849784386886156e-10,4.049127626764182,0.0395330768561444,143.68866787379287,50734.64436185113,2.4069082165374263,34.58499149623758
rest,5.730567927680481e-10,1.485104406243569e-10,2.911689303515233e-11,3.6756340904948687e-10,7.106791861140506e-10,4.047449086719197,0.0420117359862241,143.77801482892107,51158.011265603214,1.838561417986291,17.39200671717382
sleep,5.691114684768692e-10,1.735339080721389e-10,3.4914376818594366e-11,2.6595742988741354e-10,6.794032259016215e-10,4.048853261397259,0.0329444330617721,143.25350369422245,50914.23335776556,1.9349382457991524,19.81138285254472
sleep,7.01566552522372e-10,2.127597861837805e-10,5.2268419088544795e-11,1.4191595413192948e-10,6.933590266002902e-10,4.050416012405418,0.058064221221812,144.10691358641358,50627.72926610094,2.4273310843282268,29.081856514269123
sleep,5.30562634546701e-10,1.5341433838619196e-10,3.8537557694466025e-11,1.8634492244250248e-10,6.867220666825345e-10,4.0479116404573325,0.0354997283928076,143.59570866633368,50917.03159118305,1.815591873164528,15.96065224610848
sleep,1.140757708208862e-09,3.1804522466194047e-10,7.686511670908794e-11,1.4674046367175448e-10,6.901372214573236e-10,4.062173205286109,0.038161400049859,143.8087330482018,50315.88032476402,4.009341784410439,112.27997507491432
rest,9.176267270994763e-10,4.081757863158447e-10,5.702820196203343e-10,6.8882471986418195e-09,2.925957379997892e-09,4.011439287247779,0.0254176420966347,141.84050338723776,61445.729764298885,1.8379500852081312,23.958409113957178
sleep,1.3208355565835501e-09,8.67780050171266e-10,1.349751502399141e-09,1.9475220288667764e-08,6.345840620317432e-09,3.997217411554004,0.0413060995927638,141.5834708520646,61026.3569290536,2.169141101333309,23.4107841436501
sleep,9.87869549515395e-10,5.607928541778165e-10,8.232651469985372e-10,1.0799045525132056e-08,4.044904378931954e-09,4.006727577087486,0.0243076196599885,142.79936633158508,62174.66508428264,1.7924960165168708,15.72907373221705
sleep,9.128740604529792e-10,4.434054905053659e-10,5.998420637657835e-10,7.4495206901905e-09,2.9589843959647803e-09,4.012335141905069,0.0290952351417432,142.32340994422245,61842.35271332554,1.6810069298716737,12.474573505509202
rest,7.869849072740725e-10,3.389427602487395e-10,4.5073443035333127e-10,5.161838008798238e-09,2.3113772560394048e-09,4.160629638279245,0.0291110009451923,141.58866382055444,61794.13052215589,1.8885365261055616,29.901168110951165
sleep,1.1000000718803627e-09,7.089390540816135e-10,1.0780000538110432e-09,1.5044861918703888e-08,5.19192534102236e-09,4.001283792980253,0.0274687103285753,142.4689572927073,61826.61857139845,1.7427560117872938,15.039488392838928
sleep,1.254146362817748e-09,7.918021191001357e-10,1.2215762797036927e-09,1.740793009605556e-08,5.803084930750449e-09,3.999263751940995,0.0259379326245098,142.40940572968697,61745.265049483685,1.7701959022480809,14.64913068899002
sleep,1.0845976930721411e-09,6.388431068883682e-10,9.60496727843207e-10,1.2999644822042902e-08,4.6526186561613975e-09,4.004741482998784,0.0248274138202909,142.60903024059274,61976.25869338857,1.7598474431858522,15.148180276507842
sleep,1.356451091029628e-09,6.346518667716355e-10,9.580089181207315e-10,1.710017840227973e-08,4.954371449181841e-09,4.0916549110365885,0.0520708310970381,127.147334758991,64492.38623291342,2.76270717098856,57.95561855168542
sleep,1.1998415421084167e-09,4.977604248415614e-10,7.39995651276602e-10,1.7165908244204542e-08,6.709262142703186e-09,4.028651973984792,0.0570254976925009,128.34895690767567,64463.42008795715,2.336293059785745,39.650702460379634
sleep,1.351990906632312e-09,5.34484143576522e-10,8.058321922801834e-10,1.8198899612622688e-08,6.713135902395806e-09,4.045522745909682,0.0549950208007782,128.05365401265402,64576.97996723411,1.981155323531768,29.26759075209428
rest,7.997264973353726e-10,3.4187156343617883e-10,4.79510079058871e-10,1.1139043125211e-08,5.206472782281957e-09,4.015146160147696,0.0693821932059593,128.63897318306692,64947.47280967487,1.5773827137400158,10.623266493152702
sleep,9.60038007277912e-10,5.279465912067512e-10,8.78576526366226e-10,1.7519390675794118e-08,5.1294073263699215e-09,4.059665193788983,0.05365891565135,127.14917019438894,64843.30305549782,1.81896613720868,20.93016502406048
sleep,7.295942227981179e-10,3.652419451336525e-10,6.075452614150243e-10,1.4507356061866616e-08,6.2977756021846055e-09,4.008894868098479,0.059814503376338,128.55076963661338,64602.70692743917,1.539072178185596,11.151921426366442
rest,1.044442178608605e-09,3.007850999703392e-10,3.2058906997360417e-10,6.398503412487818e-09,3.1835862283888558e-09,4.162864230064633,0.0648589334097323,127.9960839473027,64660.159490377606,1.471521782463021,8.928929992055547
sleep,8.028383524203894e-10,3.4252723979049936e-10,4.908248033018866e-10,1.1448098529936218e-08,5.209744243037253e-09,4.014597239401997,0.0717512895424867,128.6835645188145,64783.03717725661,1.414091433875109,7.605298991507754
sleep,1.4001576172207654e-09,2.8499535759601344e-10,1.3262902341089618e-10,1.7827072752722722e-10,8.288432280299196e-10,4.062277430784598,0.0303876411168321,170.66662703962703,77981.31517981835,6.198513065783645,260.91385221595084
sleep,7.285536721859091e-10,2.039491823082427e-10,9.418201508684539e-11,1.4703653324048782e-10,8.409668145851135e-10,4.051469588171867,0.0345016898472136,171.84864120254744,79263.89990631324,1.9695363259350307,22.89464586687282
sleep,7.618212130326955e-10,2.0107591728931038e-10,8.3018877885741e-11,2.0619870760812983e-10,8.67904511836165e-10,4.049672605083603,0.029872672387678,172.15504178113554,79229.57754576455,4.137525012273402,178.1657283730637
sleep,8.542736915392422e-10,2.3024376575943475e-10,8.439182632508043e-11,5.141928289055206e-10,9.183611361900115e-10,4.049988096030821,0.02615439453564,171.45664462620712,78345.88707067374,3.207120445535607,88.46717474028041
rest,8.260070006435516e-10,1.9102334693968504e-10,7.492138932255588e-11,1.359145442805394e-09,1.175233835636729e-09,4.051687050750491,0.0271189264085184,170.46891382055443,77869.30952965353,3.535998828394929,107.74623891090936
sleep,8.33075825744406e-10,2.1030713693787627e-10,8.987145815160154e-11,4.1008883719451105e-10,9.290120177012907e-10,4.051671191076744,0.0435707638822552,171.40458466533465,78621.77007806508,5.224713108257761,214.90354978088257
rest,8.627637713755808e-10,1.9675115594431918e-10,7.437076980880532e-11,6.794821265265993e-10,9.66239702666113e-10,4.05067612231284,0.0256760856555774,171.34775087412586,78585.56245132268,3.6264676614569535,103.28020918499298
sleep,1.2216816476691688e-09,2.7395209622123617e-10,1.3887458086553795e-10,2.5133958939909326e-10,7.97541736084599e-10,4.0566241919916735,0.0242719848409342,170.78538937104562,78545.71560077551,4.824972409140333,238.9134070356619
sleep,2.784217887339482e-09,4.4965223718053807e-10,2.427090593687474e-10,7.299106301580511e-10,9.319846231005712e-10,4.077485343239605,0.0319294238523852,170.8504460435398,78900.46668367804,6.9293378073619945,414.6973145688008
